rid,rkey,date,status,contact.id,comments,ip.address,long,lat,county,city,region,postal,url,url2,url3,url4,intro logic,agree,userid,user,time,page.logic1,Copy of userid,policy.placement,healthcare.law,imm.law,photo.nonphoto.pk,hr,ns,jn,hr2,jn2,ns2,page.logic,am1,mm1,mm2,am2,am11,am21,mm11,mm21,correct.or.conf,rg,sb,rg.rg,rg.ad,rg.jc,rg.ak,how.sure,sb.jb,sb.sb,sb.ks,sb.tv,health.ins.y,health.ins.r,health.ins.d,illegal.y,illegal.r,illegal.d,ideology.n,ideology,news.wsj,news.nyt,news.wp,news.usa,news.other,news.other.s,tv.cbs,tv.fox,tv.pbs,tv.nbc,tv.other,tv.abc,tv.others,cable.fox,cable.msnbc,cable.cspan,cable.bbc,cable.other,cable.cnn,cable.others,radio.npr,radio.rl,radio.ms,radio.other,radio.others,web.huff,web.drudge,web.portal,web.other,web.other.s,tv.days,attention,talk.politics,talk.other.politics,pid1,pid.other,pid2.r,pid2.d,pid2.other,therm.b,therm.r,therm.d,therm.w,therm.h,therm.l,therm.ill,open.closed,ww2.cas,fem.death,ww2.cas2,fem.death2,deport,deport.sure,imm,imm.sure,steagall,healthcare.pk1,healthbill,death.panel,medicare,future.increase,cuts.benefits,illegal,single.payer,upper.class,mammograms,tax.100k,welfare,blk.welfare,dkencouraging.dk.discouraging,reagan,clinton,wbush,reagan2,clinton2,wbush2,obama2,pol.interest,vote.2010,contribute1,contact,attend,def.party,def.other,healthcare.law2,imm.law2,structure,certain,oneside,changeview,confident,curiosity,considerate,independence,obedience
292,220728,9/10/2010 16:35,Complete,,,93.82.103.181,15.7167,47.1,Austria,Gleisdorf,6,,,,,FY101002,,I agree to participate,FY101002,,64,,,start,9, dk,photo,,,,,Supreme Court,,,,,,German prime minister,,,,Don't Know,regular,Robert Gates,Couldn't Say,,,,,,,,,,2,7,1,5,2,5,,Very liberal,,,,, Other ,Guardian,,,,,Other,,BBC,,,,,,,,,,,,,,,,,,6,A lot,3,7,Democrat,,,Strong,,75,35,65,50,50,50,50,open,,,RUssia,heart disease,Deny aid to known illegal immigrants,5,Can  ask anyone they suspect of being an illegal immigrant for their papers,5,Ronald Reagan,Couldn't say,Limits future increases in payments to Medicare providers,,,,,,,,,20%,10%,20%,Branch B,,,,Increased,Decreased,Increased,Increased,8,0,7,2,1,Republicans,,,,3,4,7,6,3,1,2,1,6
161,218963,9/9/2010 17:49,Complete,,,207.211.74.148,-71.1655,42.6489,United States,Andover,MA,1810,,,,FY101313,,I agree to participate,FY101313,,15,,,end,,,photo,,,,,,,,,,,,,Don't Know,,Don't Know,regular,,Stephen Breyer,,,,,,,,,,1,7,1,4,7,1,,Moderate,Wall Street Journal,NY Times,Washington Post,USA Today, Other ,San Jose Mercury News,,,,,,,,,,,,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,Not at all,6,7,Independent,,,,Closer to Democratic Party,50,15,85,50,50,50,50,open,,,Poland,Old age,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,7,Bill Clinton,Does not reimburse routine mammograms for women younger than 50,Couldn't say,,,,,,,,,38%,5%,1%,Branch A,Increased,Decreased,Increased,,,,,5,10,10,10,10,Don't Know,,10,0,4,4,7,4,4,4,4,4,4
162,218966,9/9/2010 17:51,Complete,,,99.4.122.58,-121.6868,37.8754,United States,Brentwood,CA,94513,,,,FY101075,,I agree to participate,FY101075,,16,,,start,8,2,photo,,,,US Senator,,,,,,,No job or office - candidate for ca gov,,,,Don't Know,regular,Robert Gates,Stephen Breyer,,,,,,,,,,2,6,2,5,2,6,,Slightly liberal,,NY Times,,,,,,,PBS,,,,,,,,,,,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,2,A lot,5,4,Democrat,,,Strong,,25,60,40,25,25,25,40,closed,Couldn't say,Heart Disease,,,Don’t Know,2,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Don't Know,Increases the Medicare payroll tax for upper‐income Americans,Couldn't say,,,,,,,,,15%,2%,4%,Branch B,,,,Increased,Decreased,Increased,Increased,4,,10,10,10,Democrats,,,,5,4,5,4,3,2,2,3,6
163,218967,9/9/2010 17:55,Complete,,,24.6.89.156,-122.0324,37.0101,United States,Santa Cruz,CA,,,,,FY101336,,I agree to participate,FY101336,,27,,,start,10,0,nonphoto,Senate majority leader,French president,Homeland security director,,,,,German president,Senate minority leader,,,,,,,percent,,,10,0,0,0,,0,10,0,0,1,7,3,7,3,5,,Liberal,,NY Times,Washington Post,,,,,,,,,,,,,,BBC,,CNN,,NPR,,,,,Huffington Post,,,,,0,,1,3,Independent,,,,Closer to Democratic Party,50,15,85,50,50,50,40,closed,[Erstwhile] Soviet Union,Don't Know,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",2,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,7,Bill Clinton,,,0,0,0,0,2,0,5,5,20%,30%,10%,Branch B,,,,Increased,Decreased,Increased,Increased,8,10,5,2,8,Democrats,,,,1,5,2,2,2,2,4,4,5
164,218969,9/9/2010 17:56,Complete,,,38.100.29.186,-77.0231,38.9097,United States,Washington,DC,,,,,FY101535,,I agree to participate,FY101535,,6,,,start,9,0,photo,,,,senate majority leader,secretary of homeland security,member of congress,,,,senate minority leader,governor,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,2,7,3,5,2,5,,Liberal,Wall Street Journal,NY Times,Washington Post,,,,,,PBS,,,,,,MSNBC,,,,CNN,,NPR,,,,,Huffington Post,,,Other,"Politico, Congressional Quarterly, National Journal",2,A moderate amount,6,2,Democrat,,,Strong,,,15,60,,,50,50,closed,Couldn't say,Heart Disease,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",1,Can  ask anyone they suspect of being an illegal immigrant for their papers,2,Don't Know,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,32%,25%,15%,Branch A,Decreased,Decreased,Increased,,,,,8,10,10,10,10,Don't Know,,,,2,6,4,3,3,3,2,3,4
167,218972,9/9/2010 17:44,Complete,,,66.162.147.51,-122.4294,37.7645,United States,San Francisco,CA,94158,,,,FY101291,,I agree to participate,FY101291,,37,,,end,,,nonphoto,,president of france,,,,,,,,,,Don't Know,,Don't Know,,percent,,,0,0,0,0,,0,0,0,0,3,7,1,1,1,7,,I haven’t thought much about this,,NY Times,,USA Today,,,,Fox,,,,,,,,,,,,,NPR,,,,,,,,,,0,A little,0,6,Independent,,,,Closer to Democratic Party,15,50,60,85,40,50,10,open,,,japanese,cancer,Deny aid to known illegal immigrants,1,Can  ask anyone they suspect of being an illegal immigrant for their papers,2,Don't Know,,,5,8,5,5,7,5,5,5,25%,3%,20%,Branch A,Increased,Decreased,Increased,,,,,1,8,0,5,2,Democrats,,5,5,1,7,6,5,4,3,3,3,4
168,218973,9/9/2010 17:54,Complete,,,71.232.163.13,-71.1862,42.7324,United States,Methuen,MA,1844,,,,FY101782,,I agree to participate,FY101782,,20,,,start,2,3,photo,,,,Secretary of Agriculture,Secretary of Commerce,Embassador,,,,Judge,Congresswoman,,,,,regular,Don't Know,Stephen Breyer,,,,,,,,,,6,7,1,1,1,7,,Slightly conservative,,NY Times,,,,,,Fox,,,,,,,,,,,CNN,,NPR,,,,,,,,Other,New York Times,1,A lot,1,6,Republican,,Not very strong,,,100,70,40,100,100,100,0,open,,,England,Hypertension,Deny aid to known illegal immigrants,6,Can escort illegal immigrants back across the border,10,Bill Clinton,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,20%,10%,25%,Branch B,,,,Increased,Increased,Decreased,Remained the Same,4,10,5,5,8,Republicans,,,,3,3,5,5,5,2,2,3,7
170,218979,9/9/2010 17:44,Complete,,,171.66.86.161,-122.172,37.4178,United States,Stanford,CA,94305,,,,,,I agree to participate,,,5,,,start,0,0,photo,,,,a,b,c,,,,b,a,,,,,percent,,,10,1,1,1,,1,1,1,1,1,2,2,1,2,2,,Liberal,Wall Street Journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A great deal,,4,Republican,,Strong,,,1,1,1,1,1,,1,closed,United Kingdom,Lung Cancer,,,Deny aid to known illegal immigrants,0,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,0,Bill Clinton,,,1,1,1,1,1,11,1,1,,,,Branch B,,,,,,,,,,,5,,Don't Know,,,,2,4,4,7,7,7,7,7,7
171,218980,9/9/2010 17:58,Complete,,,66.9.238.10,-73.9554,40.6525,United States,Brooklyn,NY,,,,,FY101052,,I agree to participate,FY101052,,24,,,end,,,photo,,,,congressman,administrator,salesman,,,,reporter,governor,,,,,percent,,,5,2,6,0,,3,7,3,3,2,6,3,5,2,6,,Liberal,,NY Times,,, Other ,Bloomberg,,,,,,,,,,,, Others ,,"CNBC, NY1",,,,,,,,,,,0,,5,5,Democrat,,,Not very strong,,40,40,50,50,50,50,40,open,,,Russia,Heart problems,Deny aid to known illegal immigrants,6,Can  ask anyone they suspect of being an illegal immigrant for their papers,7,George H. Bush,,,0,1,7,2,5,0,8,2,40%,2%,10%,Branch B,,,,Increased,Decreased,Increased,Increased,7,10,1,2,3,Don't Know,,8,2,3,3,5,3,3,3,2,2,5
172,218982,9/9/2010 18:00,Complete,,,163.178.124.135,-84.0833,9.9333,Costa Rica,San Jos�,8,,,,,FY101083,,I agree to participate,FY101083,,217,,,start,8,0,nonphoto,majority leader in senate,president of france,none,,,,,chancellor of germany,no idea,,,,,,,regular,Robert Gates,Couldn't Say,,,,,,,,,,1,7,1,5,1,6,,Liberal,,NY Times,,,,,,,,,,,,,,,BBC,,CNN,,,,,,,,,,,,0,A moderate amount,0,5,Democrat,,,Strong,,70,15,100,85,85,100,70,closed,[Erstwhile] Soviet Union,Breast Cancer,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",8,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Don't Know,Couldn't say,Replaces Medicare with a “public option”,,,,,,,,,20%,5%,70%,Branch A,Remained the Same,Decreased,Increased,,,,,9,0,0,0,0,Democrats,,,,3,5,4,4,4,3,3,3,5
173,218983,9/9/2010 17:57,Complete,,,67.160.141.29,-122.798,45.4049,United States,Portland,OR,97224,,,,FY101157,,I agree to participate,FY101157,,23,,,start,6,3,photo,,,,Senate Majority Leader,Cabinet Secretary,French President,,,,Don't know,German Chancellor,,,,,percent,,,5,,,,,,9,,,2,7,2,5,1,5,,Moderate,,NY Times,,, Other ,The Oregonian,,,,,,,,,,,,,CNN,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,1,A moderate amount,2,5,Democrat,,,Not very strong,,50,40,60,50,50,85,40,closed,[Erstwhile] Soviet Union,Don't Know,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,6,Don't Know,,,1,0,6,1,5,0,8,0,25%,3%,10%,Branch B,,,,Increased,Decreased,Increased,Increased,7,10,10,8,7,Don't Know,,,,1,2,4,3,3,3,2,4,5
174,218985,9/9/2010 17:46,Complete,,,171.66.86.161,-122.172,37.4178,United States,Stanford,CA,94305,,,,gaurav,,I agree to participate,gaurav,,4,,,end,,,nonphoto,a,b,c,,,,,b,a,,,,,,,regular,Robert Gates,Ken Salazar,,,,,,,,,,1,,1,7,7,7,,Very conservative,,,,,,,,,,,,,,,,CSPAN,,,,,,,,,,,,,,,,Not at all,,,Independent,,,,Closer to Republican Party,,,,,,,,open,,,,,Question any person whom they suspect to be an illegal immigrant for their papers,0,Can escort illegal immigrants back across the border,0,Don't Know,,,,,,,,,,,,,,Branch B,,,,,,,,,,,,,,,,,,,,,,,,,
175,218986,9/9/2010 18:01,Complete,,,24.22.15.90,-122.6554,45.5184,United States,Portland,OR,,,,,FY101321,,I agree to participate,FY101321,,23,,,start,7,0,photo,,,,,director of homeland security,chief of staff,,,,,governor of arizona,,,,Don't Know,regular,Gary Locke,Stephen Breyer,,,,,,,,,,3,7,4,6,2,4,,Liberal,,NY Times,,,,,,,,,,,,,MSNBC,,,,CNN,,NPR,,,,,,,,,,0,Not at all,0,5,Independent,,,,Closer to Democratic Party,50,15,40,50,50,50,50,closed,[Erstwhile] Soviet Union,Heart Disease,,,Question any person whom they suspect to be an illegal immigrant for their papers,6,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,Ronald Reagan,Couldn't say,Limits future increases in payments to Medicare providers,,,,,,,,,16%,3%,10%,Branch A,Increased,Increased,Increased,,,,,4,8,,10,10,Other,no one,,,1,6,3,4,4,2,1,4,6
176,218987,9/9/2010 17:57,Complete,,,12.68.124.2,-117.8734,33.6275,United States,Newport Beach,CA,92660,,,,FY101068,,I agree to participate,FY101068,,35,,,end,,,nonphoto,Senator Majority Leader (D- NV),Prime Minister of France,Head of Homeland Security,,,,,Chancellor of Germany,Republican House Leader,,,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,,4,6,1,4,3,5,,Moderate,Wall Street Journal,NY Times,,,,,,,,,,,,,,,BBC, Others ,,CNBC,,,,,,,Drudge Report,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,Not at all,6,5,Independent,,,,Equally close to both,50,10,10,60,50,50,20,open,,,USSR/Russia,Heart Disease,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,7,Bill Clinton,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,40%,20%,25%,Branch B,,,,Increased,Decreased,Increased,Increased,8,10,0,5,3,Republicans,,1,5,2,2,7,4,3,2,2,2,4
177,218988,9/9/2010 18:04,Complete,,,166.137.139.69,-97,38,United States,,,,,,,FY101536,,I agree to participate,FY101536,,17,,,end,,,nonphoto,Senate Majority Leader (D-NV),President of France,Head of Homeland Security,,,,,Chancellor of Germany,Senate Minority Leader (R-KY),,,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,2,7,4,6,4,5,,Liberal,,NY Times,,, Other ,Boston Globe,,,,,,,,,MSNBC,,,,,,NPR,,, Others ,The Young Turks,Huffington Post,,,,,6,A lot,5,3,Democrat,,,Strong,,100,20,70,100,100,100,100,open,,,USSR,Heart Disease,Question any person whom they suspect to be an illegal immigrant for their papers,8,Can  ask anyone they suspect of being an illegal immigrant for their papers,7,Ronald Reagan,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,20%,7%,10%,Branch B,,,,Increased,Decreased,Increased,Increased,8,10,10,10,6,Democrats,,8,0,4,3,3,3,5,2,2,4,5
178,218989,9/9/2010 18:07,Complete,,,129.196.226.74,-122.1974,47.9469,United States,Everett,WA,,,,,FY1017534,,I agree to participate,FY1017534,,32,,,end,,,nonphoto,"Senator, NV",President of France,Attorney General,,,,,Prime Minister of Germany,Senator,,,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,3,7,2,5,1,4,,Slightly liberal,,,,, Other ,Seattle Times,,,PBS,NBC,,,,,,,BBC,,CNN,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,1,A moderate amount,1,3,Independent,,,,Closer to Democratic Party,,10,65,,,85,,open,,,Germany,Heart Disease,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",3,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,Bill Clinton,Couldn't say,Limits future increases in payments to Medicare providers,,,,,,,,,20%,5%,5%,Branch B,,,,Increased,Decreased,Increased,Increased,4,10,2,5,4,Democrats,,7,0,3,4,5,2,3,3,1,4,6
179,218990,9/9/2010 18:02,Complete,,,70.187.190.14,-117.7867,33.6922,United States,Irvine,CA,,,,,FY101648,,I agree to participate,FY101648,,18,,,end,,,nonphoto,Majority leader,French President,Homeland Secretary,,,,,German Prime Minister,Minority leader,,,,,,,percent,,,8,10,5,10,,10,5,10,10,1,6,2,6,2,4,,Very liberal,,NY Times,,, Other ,Los Angeles Times,,,,,,,,,MSNBC,,,,CNN,,,,,,,Huffington Post,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,6,A lot,3,8,Democrat,,,Strong,,80,40,80,80,80,80,85,closed,[Erstwhile] Soviet Union,Heart Disease,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",3,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,7,Don't Know,,,0,0,0,2,2,0,2,5,28%,0.05%,5%,Branch B,,,,Increased,Increased,Increased,Increased,7,10,7,7,7,Don't Know,,9,0,2,6,2,2,4,3,2,2,6
180,218991,9/9/2010 18:14,Complete,,,207.200.116.12,-97,38,United States,,,,,,,FY101312,,I agree to participate,FY101312,,70,,,start,4,0,nonphoto,Senate Democratic leader,,,,,,,President of Germany,,,,,,Senate Minority Leader,,percent,,,5,,,,,,,,,1,5,2,5,2,5,,Slightly liberal,,,,, Other ,"San Francisco Chronicle, Contra Costa Times",,,PBS,,,,,,,,,,,,,,,,,,,,,,7,A lot,7,5,Democrat,,,Not very strong,,60,30,70,70,70,70,50,closed,[Erstwhile] Soviet Union,Heart Disease,,,Deny aid to known illegal immigrants,5,Can  ask anyone they suspect of being an illegal immigrant for their papers,10,Don't Know,,,0,0,0,6,0,0,6,10,15%,5%,10%,Branch A,Decreased,Remained the Same,Increased,,,,,5,10,2,5,1,Democrats,,,,1,1,4,3,3,4,2,3,5
181,218992,9/10/2010 1:20,Complete,,,136.152.185.81,-122.2536,37.8668,United States,Berkeley,CA,94720,,,,FY101022,,I agree to participate,FY101022,,11,,,start,8,0,nonphoto,Senate Majority Leader (D-Nevada),President of France,US Attorney General,,,,,Chancellor of Germany,"House(?) Minority Leader -- also I realized Napolitano is Secretary of Homeland Security right after I hit the ""next"" button on the last screen",,,,,,,regular,Gary Locke,Stephen Breyer,,,,,,,,,,1,7,3,7,3,5,,Liberal,,NY Times,,,,,,,,,,,,,,,,,,,NPR,,,,,,,,,,0,A lot,5,3,Democrat,,,Strong,,,0,50,50,,,,open,,,Soviet Union?,Heart disease?,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",5,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,George W. Bush,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,26%,3%,5%,Branch A,Don't Know,Decreased,Increased,,,,,7,9,2,5,2,Democrats,,,,5,6,4,4,2,2,1,3,5
182,218993,9/9/2010 18:08,Complete,,,198.189.164.206,-119.8025,36.8011,United States,Fresno,CA,93704,,,,FY101369,,I agree to participate,FY101369,,19,,,end,,,nonphoto,senator?,French Pres,transportation secy?,,,,,,congressman,,,Chancellor of Germany,,,,regular,Don't Know,Couldn't Say,,,,,,,,,,3,5,1,6,5,I haven't thought much about this,,Moderate,,NY Times,Washington Post,,,,,,,,,,,,,,,,,,NPR,,,,,,,,,,0,A little,5,8,Independent,,,,Closer to Republican Party,70,70,70,70,70,70,70,open,,,Japan?,Car crashes?,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",6,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Don't Know,Couldn't say,Couldn't say,,,,,,,,,34%,18%,28%,Branch A,Increased,Increased,Increased,,,,,7,10,3,3,8,Republicans,,6,0,4,4,4,5,2,2,2,4,4
183,218994,9/9/2010 18:05,Complete,,,173.8.135.205,-122.0324,37.0101,United States,Santa Cruz,CA,,,,,FY101531,,I agree to participate,FY101531,,8,,,end,,,nonphoto,Senate Majority Leader,,,,,,,,,,,Chancellor of Germany,,Don't Know,,percent,,,1,0,0,0,,0,1,0,0,1,7,2,5,1,5,,Very liberal,,,,, Other ,San Jose Mercury News,CBS,,,NBC,,ABC,,,,,BBC,,CNN,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A little,1,1,Democrat,,,Strong,,70,0,85,85,85,85,60,open,,,China,heart disease,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",2,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,Don't Know,,,1,0,5,1,5,0,5,5,25%,10%,10%,Branch B,,,,Increased,Increased,Increased,Increased,4,10,9,10,2,Don't Know,,8,0,3,6,2,1,1,5,2,4,4
184,218996,9/9/2010 17:58,Complete,,,38.104.78.6,-118.2988,34.0416,United States,Los Angeles,CA,,,,,FY101635,,I agree to participate,FY101635,,8,,,start,7,1,photo,,,,Congress,Congress,United Nations,,,,Politics,Politics,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,,1,6,3,4,2,6,,Slightly conservative,,NY Times,,,,,,,,,,ABC,,,,,,,CNN,,,,,,,,,,,,1,A moderate amount,0,2,Democrat,,,Not very strong,,85,50,50,85,70,80,70,open,,,UK,Breast cancer,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",3,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Don't Know,"Replaces private health insurance with a ""single payer system""",Couldn't say,,,,,,,,,40%,40%,40%,Branch A,Remained the Same,Remained the Same,Remained the Same,,,,,7,5,1,1,1,Don't Know,,,,3,3,3,3,,3,3,3,3
185,218998,9/9/2010 18:03,Complete,,,207.200.116.67,-97,38,United States,,,,,,,FY101551,,I agree to participate,FY101551,,22,,,start,2,8,nonphoto,Senate Majority Leader,President of France,Secretary of Homeland Security,,,,,Chancellor of Germany,Senate Minority Leader,,,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,5,6,1,3,2,7,,Slightly liberal,Wall Street Journal,,,, Other ,"Oregonian, Time",,,,,,,,,,,,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A lot,3,7,Independent,,,,Equally close to both,50,50,50,50,50,50,15,closed,[Erstwhile] Soviet Union,Heart Disease,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",3,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,Bill Clinton,Does not reimburse routine mammograms for women younger than 50,Limits future increases in payments to Medicare providers,,,,,,,,,20%,15%,20%,Branch B,,,,Increased,Decreased,Increased,Increased,5,10,10,10,10,Republicans,,,,2,6,2,2,2,4,4,3,5
