,misinfo,topic,polling_firm,sponsor,academic_comm,date,question,link,correct,leaning correct,incorrect,leaning incorrect,dk,not sure,refused_na,no opinion,undecided,misinformation,n_options,explicit_dk,explicit_ns,matter_of_opinion,n,mode,l_congenial_options,r_congenial_options,correct_valence ,prompt_type ,ire,footnotes
32,Y,Obama Religion,Princeton Survey Research Associates International,Newsweek,0,06/18-19/08,"As far as you know, what is (2008) Democratic presidential (election) candidate Barack Obama's religion? Is he a Christian, a Muslim, or something else?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  religion&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Newsweek&studydate=June 18-19, 2008&sample=1010&qstn_list=&qstnid=1709390&qa_list=&qstn_id4=1709390&study_list=&lastSearchId=317673058825&archno=USPSRA2008-NW06&keywordDisplay=",61,0,20,0,0,19,0,0,0,,3,N,N,Y,"1,010",telephone,,,L,AFYK,N,Not sure/Refused (19%)
33,Y,Obama Religion,Princeton Survey Research Research Associates International,Pew Research Center for the People and the Press,1,06/18-29/08,"Now, thinking about Barack Obama's religious beliefs・Do you happen to know what Barack Obama's religion is? Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else? (If Don't know, probe:) Is that because you've heard of different things about his religion, or because you don't know enough about him?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  religion&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=June 18-29, 2008&sample=2004&qstn_list=&qstnid=1710351&qa_list=&qstn_id4=1710351&study_list=&lastSearchId=317673058825&archno=USPEW2008-06VOTE&keywordDisplay=",57,0,15,0,25,0,3,0,0,,8,N,N,Y,"2,004",telephone,,,L,DYHTK,N,dk (25%) = Don't know-Heard different things (10%) + Don't know-Haven't heard enough (15%)
34,Y,Obama Religion,Princeton Survey Research Associates International,Newsweek,0,05/21-22/08,"As far as you know, what is Barack Obama's religion? Is he a Christian, a Muslim, or something else?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  religion&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Newsweek&studydate=May 21-22, 2008&sample=1399&qstn_list=&qstnid=1706662&qa_list=&qstn_id4=1706662&study_list=&lastSearchId=317673058825&archno=USPSRA2008-NW05&keywordDisplay=",58,0,20,0,22,0,0,0,0,,3,N,N,Y,"1,399",telephone,,,L,AFYK,N,
35,Y,Obama Religion,CBS News/New York Times,CBS News/New York Times,0,05/01-03/08,"Do you know what Barack Obama's religion is? (If Yes, ask:) What religion is he?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  religion&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=&studydate=May 1-3, 2008&sample=671&qstn_list=&qstnid=1704520&qa_list=&qstn_id4=1704520&study_list=&lastSearchId=317673058825&archno=USCBSNYT2008-05A&keywordDisplay=",22,0,18,0,60,0,0,0,0,,0,N,N,Y,671,telephone,,,L,DYK,N,Don't know/No answer (60%)
36,Y,Obama Religion,Princeton Survey Research Associates International,Newsweek,0,04/24-25/08,"As far as you know, what is Barack Obama's religion? Is he a Christian, a Muslim, or something else?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  religion&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Newsweek&studydate=April 24-25, 2008&sample=1371&qstn_list=&qstnid=1704201&qa_list=&qstn_id4=1704201&study_list=&lastSearchId=317673058825&archno=USPSRA2008-NW04&keywordDisplay=",52,0,22,0,26,0,0,0,0,,3,N,N,Y,"1,371",telephone,,,L,AFYK,N,
37,Y,Obama Religion,Knowledge Networks,AP/Yahoo,0,04/02-14/08,"(Do you happen to know the religion of each of the following (2008 presidential election) candidates? If you don't know, you can mark that too・Protestant, Catholic, Mormon, Jewish, Muslim, some other religion, no religion)・Barack Obama","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  religion&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Associated Press, Yahoo&studydate=01-JAN-34&sample=1844&qstn_list=&qstnid=1708497&qa_list=&qstn_id4=1708497&study_list=&lastSearchId=317673058825&archno=&keywordDisplay=",27,0,27,0,44,0,2,0,0,,8,Y,N,Y,"1,844",online,,,L,DYHTK,N,Refused/Not answered (2%) 
38,Y,Obama Religion,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,1,03/19-22/08,"Now, thinking about Barack Obama's religious beliefs・Do you happen to know what Barack Obama's religion is? Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else? (If Don't know, probe:) Is that because you've heard of different things about his religion, or because you don't know enough about him?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  religion&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=March 19-22,2008&sample=1503&qstn_list=&qstnid=1702588&qa_list=&qstn_id4=1702588&study_list=&lastSearchId=317673058825&archno=USPEW2008-03POL&keywordDisplay=",47,0,13,0,37,0,3,0,0,,8,N,N,Y,"1,503",telephone,,,L,DYHTK,N,dk (37%) = Don't know-Heard different things (10%) + Don't know-Haven't heard enough (27%)
39,Y,Obama Religion,Hart and McInturff Research Companies,NBC News/WSJ,0,03/07-10/08,"Do you know what Barack Obama's religion is? (If Yes, ask:) What religion is he?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  religion&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=NBC News, Wall Street Journal&studydate=March 7-10, 2008&sample=1012&qstn_list=&qstnid=1702119&qa_list=&qstn_id4=1702119&study_list=&lastSearchId=317673058825&archno=USNBCWSJ2008-6080&keywordDisplay=",37,0,19,0,0,44,0,0,0,,0,N,N,Y,"1,012",telephone,,,L,DYK,N,Not sure/Refused (44%)
40,Y,Obama Religion,CBS News,CBS News,0,08/08-12/07,"Do you know what Barack Obama's religion is? (If Yes, ask:) What religion is he?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  religion&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=&studydate=August 8-12, 2007&sample=1214&qstn_list=&qstnid=1687917&qa_list=&qstn_id4=1687917&study_list=&lastSearchId=317673058825&archno=USCBS2007-08A&keywordDisplay=",6,0,10,0,84,0,0,0,0,,0,N,N,Y,"1,214",telephone,,,L,DYK,N,Don't know/No answer (84%)
41,N,ACA,Princeton Survey Research Associates International,Kaiser Family Foundation,0,03/06-13/15,"As you may know, the (2010 health reform) law requires nearly all Americans to have health insurance or else pay a fine when they file their taxes. As far as you know, did the requirement to report your health insurance status on your tax return take effect last year, that is for filing 2013 taxes, this year, that is for filing 2014 taxes, or does it take effect next year for 2015 taxes?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=as AND  you AND  may know AND  the AND  (2010 AND  health AND  reform) AND  law AND  requires AND  nearly AND  all AND  americans AND  to AND  have AND  health AND  insurance or else AND  pay a fine AND  when AND  they AND  file AND  their taxes AND  as AND  far AND  as AND  you know AND  did AND  the&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=March 6-12, 2015&sample=1503&qstn_list=&qstnid=1861007&qa_list=&qstn_id4=1861007&study_list=&lastSearchId=317673059235&archno=USPSRA2015-HNI138&keywordDisplay=",53,0,32,0,16,0,0,0,0,,3,N,N,Y,"1,503",telephone,,,L,AFYK,N,Don't know/Refused (16%)
42,N,ACA,Princeton Survey Research Associates International,Kaiser Family Foundation,0,03/06-13/15,"(I'm going to read you a list of specific elements or parts of the law. For each, please tell me whether you think it is something the law does, or not.) To the best of your knowledge, would you say the (2010) health reform law does or does not・create health insurance exchanges or marketplaces where small businesses and people who don't get coverage through their employers can shop for insurance and compare prices and benefits?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=to AND  the AND  best AND  of AND  your knowledge would AND  you AND  say AND  the AND  (2010) AND  health AND  reform AND  law AND  does or does&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=March 6-12, 2015&sample=1503&qstn_list=&qstnid=1861002&qa_list=&qstn_id4=1861002&study_list=&lastSearchId=317673059248&archno=USPSRA2015-HNI138&keywordDisplay=",66,0,25,0,8,0,0,0,0,,2,N,N,Y,"1,503",telephone,,,L,TBYK,N,Don't know/Refused (8%); landline(600)/cellular(903)
43,N,ACA,Princeton Survey Research Associates International,Kaiser Family Foundation,0,03/06-13/15,"(I'm going to read you a list of specific elements or parts of the law. For each, please tell me whether you think it is something the law does, or not.) To the best of your knowledge, would you say the (2010) health reform law does or does not・provide financial help to low and moderate income Americans who don't get insurance through their jobs to help them purchase coverage?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=to AND  the AND  best AND  of AND  your knowledge would AND  you AND  say AND  the AND  (2010) AND  health AND  reform AND  law AND  does or does&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=March 6-12, 2015&sample=1503&qstn_list=&qstnid=1861001&qa_list=&qstn_id4=1861001&study_list=&lastSearchId=317673059241&archno=USPSRA2015-HNI138&keywordDisplay=",65,0,29,0,6,0,0,0,0,,2,N,N,Y,"1,503",telephone,,,L,TBYK,N,Don't know/Refused (6%); landline(600)/cellular(903)
44,N,ACA,Princeton Survey Research Associates International,Kaiser Family Foundation,0,03/06-13/15,"(I'm going to read you a list of specific elements or parts of the law. For each, please tell me whether you think it is something the law does, or not.) To the best of your knowledge, would you say the (2010) health reform law does or does not・give states the option of expanding their existing Medicaid program to cover more low-income, unisured adults?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=to AND  the AND  best AND  of AND  your knowledge would AND  you AND  say AND  the AND  (2010) AND  health AND  reform AND  law AND  does or does&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=March 6-12, 2015&sample=1503&qstn_list=&qstnid=1860998&qa_list=&qstn_id4=1860998&study_list=&lastSearchId=317673059254&archno=USPSRA2015-HNI138&keywordDisplay=",60,0,25,0,15,0,0,0,0,,2,N,N,Y,"1,503",telephone,,,L,TBYK,N,Don't know/Refused (15%); landline(600)/cellular(903)
45,N,ACA,Princeton Survey Research Associates International,Kaiser Family Foundation,0,03/06-13/15,"I'm going to read you a list of specific elements or parts of the law. For each, please tell me whether you think it is something the law does, or not. To the best of your knowledge, would you say the (2010) health reform law does or does not・require nearly all Americans to have health insurance or else pay a fine?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=to AND  the AND  best AND  of AND  your knowledge would AND  you AND  say AND  the AND  (2010) AND  health AND  reform AND  law AND  does or does&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=March 6-12, 2015&sample=1503&qstn_list=&qstnid=1860992&qa_list=&qstn_id4=1860992&study_list=&lastSearchId=317673059259&archno=USPSRA2015-HNI138&keywordDisplay=",81,0,14,0,5,0,0,0,0,,2,N,N,Y,"1,503",telephone,,,L,TBYK,N,Don't know/Refused (5%); landline(600)/cellular(903)
46,N,ACA,Princeton Survey Research Associates International,Kaiser Family Foundation,0,01/15-21/15,"(I'm going to read you a list of specific elements or parts of the law. For each, please tell me whether you think it is something the law does, or not.) To the best of your knowledge, would you say the (2010) health reform law does or does not・require employers with 100 or more employees to pay a fine if they don't offer health insurance starting in January 2015?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=to AND  the AND  best AND  of AND  your knowledge would AND  you AND  say AND  the AND  (2010) AND  health AND  reform AND  law AND  does or does&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=January 15-21, 2015&sample=1503&qstn_list=&qstnid=1859136&qa_list=&qstn_id4=1859136&study_list=&lastSearchId=317673059275&archno=USPSRA2015-HNI137&keywordDisplay=",67,0,19,0,13,0,0,0,0,,2,N,N,Y,"1,503",telephone,,,L,TBYK,N,Don't know/Refused (13%); landline(751)/cellular(752)
47,N,ACA,Princeton Survey Research Associates International,Kaiser Family Foundation,0,01/15-21/15,"I'm going to read you a list of specific elements or parts of the law. For each, please tell me whether you think it is something the law does, or not. To the best of your knowledge, would you say the (2010) health reform law does or does not・provide financial help to low and moderate income Americans who don't get insurance through their jobs to help them purchase coverage?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=to AND  the AND  best AND  of AND  your knowledge would AND  you AND  say AND  the AND  (2010) AND  health AND  reform AND  law AND  does or does&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=January 15-21, 2015&sample=1503&qstn_list=&qstnid=1859135&qa_list=&qstn_id4=1859135&study_list=&lastSearchId=317673059286&archno=USPSRA2015-HNI137&keywordDisplay=",63,0,30,0,6,0,0,0,0,,2,N,N,Y,"1,503",telephone,,,L,TBYK,N,Don't know/Refused (6%); landline(751)/cellular(752)
48,N,ACA,Princeton Survey Research Associates International,Kaiser Family Foundation,0,01/15-21/15,"(I'm going to read you a list of specific elements or parts of the law. For each, please tell me whether you think it is something the law does, or not.) To the best of your knowledge, would you say the (2010) health reform law does or does not・create health insurance exchanges or marketplaces where small businesses and people who don't get coverage through their employers can shop for insurance and compare prices and benefits?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=to AND  the AND  best AND  of AND  your knowledge would AND  you AND  say AND  the AND  (2010) AND  health AND  reform AND  law AND  does or does&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=January 15-21, 2015&sample=1503&qstn_list=&qstnid=1859137&qa_list=&qstn_id4=1859137&study_list=&lastSearchId=317673059270&archno=USPSRA2015-HNI137&keywordDisplay=",63,0,28,0,8,0,0,0,0,,2,N,N,Y,"1,503",telephone,,,L,TBYK,N,Don't know/Refused (8%); landline(751)/cellular(752)
49,N,ACA,Princeton Survey Research Associates International,Kaiser Family Foundation,0,12/02-09/14,"I'm going to read you a list of specific elements or parts of the law. For each, please tell me whether you think it is something the law does, or not. To the best of your knowledge, would you say the health reform law does or does not・require nearly all Americans to have health insurance or else pay a fine?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=to AND  the AND  best AND  of AND  your knowledge would AND  you AND  say AND  the AND  (2010) AND  health AND  reform AND  law AND  does or does&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=December 2-9, 2014&sample=1505&qstn_list=&qstnid=1857330&qa_list=&qstn_id4=1857330&study_list=&lastSearchId=317673059310&archno=USPSRA2014-HNI136&keywordDisplay=",77,0,17,0,6,0,0,0,0,,2,N,N,Y,"1,505",telephone,,,L,TBYK,N,Don't know/Refused (6%); landline(750)/cellular(755)
